1.444832913436673607e+02 1.868134476518654310e+02 -1.696232264748621432e+01 -6.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 6.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 -4.000000000000000000e+02 -4.000000000000000000e+02 0.000000000000000000e+00
1.547289829873109568e+02 2.040558933555950034e+02 -1.726042274173878965e+01 -6.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 6.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 -4.000000000000000000e+02 -3.680000000000000000e+02 0.000000000000000000e+00
1.653571365143311027e+02 2.226774068371810529e+02 -1.730083464197946697e+01 -6.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 6.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 -4.000000000000000000e+02 -3.360000000000000000e+02 0.000000000000000000e+00
1.761127773358101081e+02 2.463279060111139529e+02 -1.725535047754951279e+01 -6.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 6.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 -4.000000000000000000e+02 -3.040000000000000000e+02 0.000000000000000000e+00
1.858937541496296717e+02 2.711389403448191615e+02 -1.675093804615720217e+01 -6.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 6.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 -4.000000000000000000e+02 -2.720000000000000000e+02 0.000000000000000000e+00
2.000817228773529450e+02 3.375519040863024998e+02 -1.491744377523193421e+01 -6.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 6.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 -4.000000000000000000e+02 -2.080000000000000000e+02 0.000000000000000000e+00
2.029642299335405369e+02 3.805840601057080903e+02 -1.356141921114229909e+01 -6.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 6.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 -4.000000000000000000e+02 -1.760000000000000000e+02 0.000000000000000000e+00
1.475932030379804305e-01 3.964280738575310465e+02 -6.918101325980863692e+00 -6.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 6.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 -1.600000000000000000e+01 -1.600000000000000000e+01 0.000000000000000000e+00
1.790000314988415653e+02 4.749761244308233472e+02 -9.418841282633961143e+00 -6.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 6.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 -4.000000000000000000e+02 -1.120000000000000000e+02 0.000000000000000000e+00
1.444880944484359020e+02 5.222533986895132330e+02 -6.873392889241875636e+00 -6.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 6.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 -4.000000000000000000e+02 -8.000000000000000000e+01 0.000000000000000000e+00
9.833450703354557731e+01 5.634416762073702785e+02 -4.225990114697133038e+00 -6.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 6.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 -4.000000000000000000e+02 -4.800000000000000000e+01 0.000000000000000000e+00
3.277816901118094961e+01 5.866100823111647742e+02 -1.408663371564632394e+00 -6.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 6.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 -4.000000000000000000e+02 -1.600000000000000000e+01 0.000000000000000000e+00
-3.277816901118338677e+01 5.866100823111646605e+02 1.408663371568646294e+00 -6.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 6.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 -4.000000000000000000e+02 1.600000000000000000e+01 0.000000000000000000e+00
-9.833450703354739630e+01 5.634416762073686868e+02 4.225990114702700140e+00 -6.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 6.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 -4.000000000000000000e+02 4.800000000000000000e+01 0.000000000000000000e+00
-3.938881818803265134e+01 3.731094253473416984e+02 -3.184210150693201058e+01 -6.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 6.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 2.080000000000000000e+02 -1.440000000000000000e+02 0.000000000000000000e+00
-1.790000314988432422e+02 4.749761244308211303e+02 9.418841282636330803e+00 -6.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 6.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 -4.000000000000000000e+02 1.120000000000000000e+02 0.000000000000000000e+00
-1.942006789780571125e+02 4.249311243808472796e+02 1.155786730819372288e+01 -6.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 6.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 -4.000000000000000000e+02 1.440000000000000000e+02 0.000000000000000000e+00
