-6.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 6.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 -4.000000000000000000e+02 -4.000000000000000000e+02 0.000000000000000000e+00 -3.680000000000000000e+02 -4.000000000000000000e+02 0.000000000000000000e+00 1.658544807205200589e-02
-6.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 6.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 -3.680000000000000000e+02 -4.000000000000000000e+02 0.000000000000000000e+00 -3.360000000000000000e+02 -4.000000000000000000e+02 0.000000000000000000e+00 1.696298102052137824e-02
-6.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 6.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 -3.360000000000000000e+02 -4.000000000000000000e+02 0.000000000000000000e+00 -3.040000000000000000e+02 -4.000000000000000000e+02 0.000000000000000000e+00 1.693365062151992034e-02
-6.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 6.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 -3.040000000000000000e+02 -4.000000000000000000e+02 0.000000000000000000e+00 -2.720000000000000000e+02 -4.000000000000000000e+02 0.000000000000000000e+00 1.692688206790421424e-02
-6.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 6.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 -2.720000000000000000e+02 -4.000000000000000000e+02 0.000000000000000000e+00 -2.400000000000000000e+02 -4.000000000000000000e+02 0.000000000000000000e+00 1.599473117922914356e-02
-6.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 6.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 -2.400000000000000000e+02 -4.000000000000000000e+02 0.000000000000000000e+00 -2.080000000000000000e+02 -4.000000000000000000e+02 0.000000000000000000e+00 1.583092020025473473e-02
-6.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 6.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 -2.080000000000000000e+02 -4.000000000000000000e+02 0.000000000000000000e+00 -1.760000000000000000e+02 -4.000000000000000000e+02 0.000000000000000000e+00 1.430590640431352728e-02
-6.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 6.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 -1.760000000000000000e+02 -4.000000000000000000e+02 0.000000000000000000e+00 -1.440000000000000000e+02 -4.000000000000000000e+02 0.000000000000000000e+00 1.397221535900005848e-02
-6.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 6.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 -1.440000000000000000e+02 -4.000000000000000000e+02 0.000000000000000000e+00 -1.120000000000000000e+02 -4.000000000000000000e+02 0.000000000000000000e+00 1.252622082930832971e-02
0.000000000000000000e+00 -6.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 6.000000000000000000e+02 0.000000000000000000e+00 -3.360000000000000000e+02 2.720000000000000000e+02 0.000000000000000000e+00 -2.720000000000000000e+02 2.720000000000000000e+02 0.000000000000000000e+00 1.815829148680257049e-02
